id,main_places,sub_places,sub2_places,rating,time
Kailasanath,"Kochi (Cochin), India","Kaloor, India",Paavakkulam Mahadeva Temple,5, December 2017
Sarafali,"Kochi (Cochin), India","Kaloor, India",Rena Event Hub,4, July 2017
Sarafali,"Kochi (Cochin), India","Kaloor, India",Rena Event Hub,4, January 2017
HappySheep,"Kochi (Cochin), India","Kaloor, India",St. Antony's Shrine,5, January 2020
Celin G,"Kochi (Cochin), India","Kaloor, India",St. Antony's Shrine,4, February 2019
Sumitkumar_13,"Kochi (Cochin), India","Kaloor, India",St. Antony's Shrine,4, July 2018
Ginu G,"Kochi (Cochin), India","Kaloor, India",St. Antony's Shrine,5, March 2018
SamJose,"Kochi (Cochin), India","Kaloor, India",St. Antony's Shrine,5, April 2017
rajeevsreesree,"Kochi (Cochin), India","Kaloor, India",St. Antony's Shrine,5, July 2017
Vivek A,"Kochi (Cochin), India","Kaloor, India",St. Antony's Shrine,5, August 2017
Beby4Jenny,"Kochi (Cochin), India","Kaloor, India",St. Antony's Shrine,5, August 2017
vinoopm,"Kochi (Cochin), India","Kaloor, India",St. Antony's Shrine,5, July 2017
AranyaX,"Kochi (Cochin), India","Perumbavoor, India",Experience Kerala Holiday Planners,5, November 2019
SuneshMV,"Kochi (Cochin), India","Perumbavoor, India",Experience Kerala Holiday Planners,5, May 2019
vinita s,"Kochi (Cochin), India","Perumbavoor, India",Experience Kerala Holiday Planners,5, December 2019
Santosh walunj,"Kochi (Cochin), India","Perumbavoor, India",Experience Kerala Holiday Planners,5, February 2020
Jishnu R,"Kochi (Cochin), India","Perumbavoor, India",Shri Krishna Temple,5, February 2020
indusatish2000,"Kochi (Cochin), India","Perumbavoor, India",Shri Krishna Temple,5, June 2019
Chockalingam S,"Kochi (Cochin), India","Perumbavoor, India",Shri Krishna Temple,5, March 2019
Ramya S,"Kochi (Cochin), India","Perumbavoor, India",Shri Krishna Temple,4, February 2018
AshishSonawane,"Kochi (Cochin), India","Perumbavoor, India",Shri Krishna Temple,5, August 2018
Jaseena A,"Kochi (Cochin), India","Perumbavoor, India",Shri Krishna Temple,5, January 2018
അനൂപ് V,"Kochi (Cochin), India","Perumbavoor, India",Shri Krishna Temple,5, March 2018
Jishnu R,"Kochi (Cochin), India","Perumbavoor, India",Adi Shancharachaya Temple,4, February 2020
Srinath Bettadpur,"Kochi (Cochin), India","Perumbavoor, India",Adi Shancharachaya Temple,5, August 2019
indusatish2000,"Kochi (Cochin), India","Perumbavoor, India",Adi Shancharachaya Temple,5, June 2019
Madhusudhan K,"Kochi (Cochin), India","Perumbavoor, India",Adi Shancharachaya Temple,5, December 2018
Martin R,"Kochi (Cochin), India","Perumbavoor, India",Kochi Taxi,1,
Shruti G,"Kochi (Cochin), India","Perumbavoor, India",Kochi Taxi,3, December 2019
alokemathur,"Kochi (Cochin), India","Perumbavoor, India",Kochi Taxi,5,
Oded Z,"Kochi (Cochin), India","Perumbavoor, India",Kochi Taxi,5,
Bharath Y,"Kochi (Cochin), India","Perumbavoor, India",Birthplace of Sri Adi Shankara,5, February 2020
Jishnu R,"Kochi (Cochin), India","Perumbavoor, India",Birthplace of Sri Adi Shankara,5, December 2019
travel961,"Kochi (Cochin), India","Perumbavoor, India",Birthplace of Sri Adi Shankara,4, December 2019
Kochi Vlogger Ambarishmukundan,"Kochi (Cochin), India","Perumbavoor, India",Birthplace of Sri Adi Shankara,5, January 2019
Nagesh Balina,"Kochi (Cochin), India","Perumbavoor, India",Birthplace of Sri Adi Shankara,5, August 2019
Ranga1959,"Kochi (Cochin), India","Perumbavoor, India",Birthplace of Sri Adi Shankara,5, December 2018
Chockalingam S,"Kochi (Cochin), India","Perumbavoor, India",Birthplace of Sri Adi Shankara,5, March 2019
ranga411,"Kochi (Cochin), India","Perumbavoor, India",Birthplace of Sri Adi Shankara,4, December 2018
Edy T,"Kochi (Cochin), India","Perumbavoor, India",Nagarjuna Ayurvedic Centre,5, February 2020
Tracy O,"Kochi (Cochin), India","Perumbavoor, India",Nagarjuna Ayurvedic Centre,5, January 2020
Sohini Mitra,"Kochi (Cochin), India","Perumbavoor, India",Nagarjuna Ayurvedic Centre,4, November 2019
George Kalathil,"Kochi (Cochin), India","Perumbavoor, India",Nagarjuna Ayurvedic Centre,5, November 2019
poppygdeg,"Kochi (Cochin), India","Perumbavoor, India",Nagarjuna Ayurvedic Centre,5, October 2018
Gopakumark2015,"Kochi (Cochin), India","Perumbavoor, India",Nagarjuna Ayurvedic Centre,5, September 2019
makadia78,"Kochi (Cochin), India","Perumbavoor, India",Nagarjuna Ayurvedic Centre,4, August 2019
Skumar1974,"Kochi (Cochin), India","Perumbavoor, India",Nagancheri Mana Park,5, November 2018
rejimathai2007,"Kochi (Cochin), India","Perumbavoor, India",Nagancheri Mana Park,4, November 2018
sikhil,"Kochi (Cochin), India","Perumbavoor, India",Nagancheri Mana Park,3, February 2018
boxer234,"Kochi (Cochin), India","Perumbavoor, India",Nagancheri Mana Park,4, September 2016
pp_kuriakose53,"Kochi (Cochin), India","Perumbavoor, India",Nagancheri Mana Park,4, November 2015
purugoel,"Kochi (Cochin), India","Perumbavoor, India",Kallil Devi Temple,5, December 2018
reubenranjanfern2017,"Kochi (Cochin), India","Perumbavoor, India",Kallil Devi Temple,4, September 2018
Sanusc,"Kochi (Cochin), India","Perumbavoor, India",Kallil Devi Temple,4, April 2016
Dhruv_Touristor,"Kochi (Cochin), India","Perumbavoor, India",Kallil Devi Temple,5, October 2016
karthaz,"Kochi (Cochin), India","Perumbavoor, India",Kallil Devi Temple,5, September 2016
Ranjith Nair NZ,"Kochi (Cochin), India","Perumbavoor, India",Kallil Devi Temple,4, December 2015
parayath,"Kochi (Cochin), India","Perumbavoor, India",Kallil Devi Temple,5, January 2015
Mukesh A,"Kochi (Cochin), India","Perumbavoor, India",My Kerala Taxi Cab,1, January 2020
19PankajS94,"Kochi (Cochin), India","Perumbavoor, India",My Kerala Taxi Cab,5, October 2019
Dhyey S,"Kochi (Cochin), India","Perumbavoor, India",My Kerala Taxi Cab,5, July 2019
Sikandar67,"Kochi (Cochin), India","Perumbavoor, India",My Kerala Taxi Cab,5, July 2019
Bhavesh K,"Kochi (Cochin), India","Perumbavoor, India",My Kerala Taxi Cab,5, July 2019
Jishnu R,"Kochi (Cochin), India","Perumbavoor, India",Iringole Forest Temple,4, October 2019
Skumar1974,"Kochi (Cochin), India","Perumbavoor, India",Iringole Forest Temple,5, August 2019
Skumar1974,"Kochi (Cochin), India","Perumbavoor, India",Iringole Forest Temple,5, April 2019
rejimathai2007,"Kochi (Cochin), India","Perumbavoor, India",Iringole Forest Temple,3, November 2018
gopika k,"Kochi (Cochin), India","Perumbavoor, India",Iringole Forest Temple,5, September 2018
vmsatheesh22,"Kochi (Cochin), India","Perumbavoor, India",Iringole Forest Temple,4, May 2018
